url_path,views_total,views_unique
/CTF-FlagFrenzy/challenges,8,3
/CTF-FlagFrenzy/challenges/projects,2,2
/CTF-FlagFrenzy/challenges/actions,1,1
/CTF-FlagFrenzy/challenges/activity,1,1
/CTF-FlagFrenzy/challenges/blob/main/Behind_The_Pixels/behind_the_pixels.md,1,1
/CTF-FlagFrenzy/challenges/blob/main/Behind_The_Pixels/writeup.md,1,1
/CTF-FlagFrenzy/challenges/blob/main/Ceasar_Cypher/writeup.md,1,1
/CTF-FlagFrenzy/challenges/blob/main/The_SQL_Heist/The_SQL_Heist.md,1,1
/CTF-FlagFrenzy/challenges/commits/main/The_SQL_Heist/The_SQL_Heist.md,1,1
/CTF-FlagFrenzy/challenges/issues,1,1
