url_path,views_total,views_unique
/CTF-FlagFrenzy/challenges,9,3
/CTF-FlagFrenzy/challenges/branches,4,1
/CTF-FlagFrenzy/challenges/projects,2,2
/CTF-FlagFrenzy/challenges/tree/main,2,1
/CTF-FlagFrenzy/challenges/tree/main/Behind_The_Pixels,2,1
/CTF-FlagFrenzy/challenges/actions,1,1
/CTF-FlagFrenzy/challenges/activity,1,1
/CTF-FlagFrenzy/challenges/blob/main/Behind_The_Pixels/behind_the_pixels.md,1,1
/CTF-FlagFrenzy/challenges/blob/main/Behind_The_Pixels/writeup.md,1,1
/CTF-FlagFrenzy/challenges/blob/main/Ceasar_Cypher/writeup.md,1,1
