url_path,views_total,views_unique
/CTF-FlagFrenzy/challenges,30,3
/CTF-FlagFrenzy/challenges/branches,16,1
/CTF-FlagFrenzy/challenges/tree/main/Ceasar_Cypher,9,1
/CTF-FlagFrenzy/challenges/tree/Milestone-2,4,1
/CTF-FlagFrenzy/challenges/blob/main/Security_Maths/Writeup_SecurityMaths.md,3,1
/CTF-FlagFrenzy/challenges/tree/main,3,1
/CTF-FlagFrenzy/challenges/tree/time_travelers_hunt/Time_Travelers_Hunt,3,1
/CTF-FlagFrenzy/challenges/activity,2,1
/CTF-FlagFrenzy/challenges/blob/main/Ceasar_Cypher/docker-compose.yml,2,1
/CTF-FlagFrenzy/challenges/blob/main/Ceasar_Cypher/Dockerfile,2,1
